window,true_label,true_activity,predicted,dominant_freq_hz,acf_step_freq_hz,steps_in_window,step_rate_per_min,mag_mean,mag_std,mag_rms,wavelet_A4,wavelet_D4,wavelet_D3,wavelet_D2,wavelet_D1,reason
929,I,Chips,Brisk Walking,1.961,0.0,3,70.6,9.8688,0.573,9.8854,0,0,0,0.0009,0.0001,Step freq ~1.96 Hz
930,I,Chips,Brisk Walking,1.176,1.538,4,94.1,9.7736,0.7978,9.8061,0,0,0,0.0008,0.0,Step freq ~1.54 Hz
931,I,Chips,Brisk Walking,2.353,2.222,4,94.1,9.9186,0.5623,9.9345,0,0,0,0.0004,0.0,Step freq ~2.35 Hz
932,I,Chips,Sitting,1.961,0.0,4,94.1,9.6559,0.4885,9.6683,0,0,0,0.0006,0.0003,"Very low variance, near-gravity magnitude"
933,I,Chips,Walking,0.784,0.769,4,94.1,9.9653,0.5032,9.978,0,0,0,0.0009,0.0,Step freq ~0.78 Hz
934,I,Chips,Sitting,0.784,4.0,2,47.1,9.7779,0.2761,9.7818,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
935,I,Chips,Brisk Walking,1.569,1.818,2,47.1,9.8391,0.5292,9.8533,0,0,0,0.0003,0.0,Step freq ~1.82 Hz
936,I,Chips,Sitting,2.353,2.222,3,70.6,9.8179,0.3007,9.8225,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
937,I,Chips,Sitting,1.569,1.429,2,47.1,9.8087,0.4371,9.8184,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
938,I,Chips,Sitting,4.706,2.5,3,70.6,9.7943,0.2397,9.7972,0,0,0,0.0002,0.0003,"Very low variance, near-gravity magnitude"
939,I,Chips,Sitting,1.961,1.818,4,94.1,9.8573,0.4063,9.8656,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
940,I,Chips,Sitting,0.784,0.0,2,47.1,9.8494,0.2999,9.8539,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
941,I,Chips,Brisk Walking,2.353,2.5,2,47.1,9.824,0.5262,9.838,0,0,0,0.0009,0.0,Step freq ~2.50 Hz
942,I,Chips,Brisk Walking,1.569,2.0,5,117.6,9.8612,0.8619,9.8988,0,0,0,0.0036,0.0003,Step freq ~2.00 Hz
943,I,Chips,Sitting,4.314,4.0,5,117.6,9.7897,0.4093,9.7983,0,0,0,0.001,0.0001,"Very low variance, near-gravity magnitude"
944,I,Chips,Brisk Walking,1.569,1.667,5,117.6,9.8969,0.6772,9.92,0,0,0,0.0012,0.0001,Step freq ~1.67 Hz
945,I,Chips,Brisk Walking,2.353,2.0,5,117.6,9.7522,0.9788,9.8012,0,0,0,0.0025,0.0001,Step freq ~2.35 Hz
946,I,Chips,Brisk Walking,2.353,2.0,3,70.6,9.825,0.9208,9.8681,0,0,0,0.0015,0.0001,Step freq ~2.35 Hz
947,I,Chips,Walking,1.176,1.053,2,47.1,9.9206,0.7789,9.9511,0,0,0,0.0008,0.0001,Step freq ~1.18 Hz
948,I,Chips,Brisk Walking,1.961,2.857,5,117.6,9.9434,0.9359,9.9873,0,0,0,0.0021,0.0002,Step freq ~2.86 Hz
949,I,Chips,Brisk Walking,1.961,1.538,3,70.6,9.7318,0.7232,9.7586,0,0,0,0.001,0.0,Step freq ~1.96 Hz
950,I,Chips,Brisk Walking,2.353,2.222,4,94.1,9.8533,0.8862,9.8931,0,0,0,0.0027,0.0001,Step freq ~2.35 Hz
951,I,Chips,Sitting,1.176,1.176,5,117.6,9.9028,0.3943,9.9106,0,0,0,0.0003,0.0001,"Very low variance, near-gravity magnitude"
952,I,Chips,Sitting,0.392,3.333,5,117.6,9.7731,0.1081,9.7737,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
953,I,Chips,Brisk Walking,1.569,2.0,4,94.1,9.8941,0.5085,9.9072,0,0,0,0.0004,0.0,Step freq ~2.00 Hz
954,I,Chips,Sitting,1.961,2.222,3,70.6,9.7596,0.2661,9.7632,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
955,I,Chips,Sitting,0.784,0.69,3,70.6,9.8693,0.3417,9.8752,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
956,I,Chips,Sitting,1.176,0.541,7,164.7,9.7776,0.3491,9.7838,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
957,I,Chips,Brisk Walking,1.569,2.0,2,47.1,9.8168,0.6978,9.8416,0,0,0,0.0012,0.0,Step freq ~2.00 Hz
958,I,Chips,Sitting,1.961,2.0,3,70.6,9.8495,0.4872,9.8615,0,0,0,0.0007,0.0,"Very low variance, near-gravity magnitude"
959,I,Chips,Sitting,1.961,0.0,2,47.1,9.8339,0.4397,9.8437,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
960,I,Chips,Sitting,1.176,4.0,4,94.1,9.8185,0.3728,9.8256,0,0,0,0.0005,0.0,"Very low variance, near-gravity magnitude"
961,I,Chips,Sitting,0.784,2.857,4,94.1,9.822,0.4946,9.8345,0,0,0,0.0007,0.0,"Very low variance, near-gravity magnitude"
962,I,Chips,Sitting,2.745,2.857,4,94.1,9.8326,0.3493,9.8388,0,0,0,0.0005,0.0,"Very low variance, near-gravity magnitude"
963,I,Chips,Sitting,0.784,0.714,5,117.6,9.822,0.2282,9.8246,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
964,I,Chips,Sitting,1.569,0.0,2,47.1,9.8481,0.4132,9.8568,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
965,I,Chips,Sitting,2.745,2.857,4,94.1,9.8413,0.4488,9.8515,0,0,0,0.0006,0.0,"Very low variance, near-gravity magnitude"
966,I,Chips,Sitting,0.784,0.0,2,47.1,9.8216,0.3438,9.8277,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
967,I,Chips,Sitting,0.784,0.606,4,94.1,9.8183,0.2151,9.8207,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
968,I,Chips,Sitting,1.176,0.0,1,23.5,9.8239,0.4185,9.8328,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
969,I,Chips,Sitting,1.569,1.25,4,94.1,9.8327,0.2988,9.8373,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
970,I,Chips,Sitting,1.176,1.429,3,70.6,9.8181,0.2378,9.821,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
971,I,Chips,Brisk Walking,1.569,1.538,5,117.6,9.8725,0.6133,9.8915,0,0,0,0.0006,0.0001,Step freq ~1.57 Hz
972,I,Chips,Brisk Walking,1.569,1.538,3,70.6,9.8229,0.6589,9.845,0,0,0,0.0008,0.0,Step freq ~1.57 Hz
973,I,Chips,Brisk Walking,2.353,2.5,4,94.1,9.8511,0.9642,9.8982,0,0,0,0.0036,0.0001,Step freq ~2.50 Hz
974,I,Chips,Brisk Walking,2.353,2.5,5,117.6,9.8441,0.9017,9.8853,0,0,0,0.0047,0.0001,Step freq ~2.50 Hz
975,I,Chips,Sitting,1.569,4.0,4,94.1,9.8144,0.2267,9.8171,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
976,I,Chips,Sitting,1.569,0.0,3,70.6,9.9438,0.4412,9.9536,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
977,I,Chips,Sitting,3.529,4.0,5,117.6,9.7759,0.2935,9.7803,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
978,I,Chips,Sitting,1.176,1.333,2,47.1,9.8451,0.4464,9.8552,0,0,0,0.0002,0.0001,"Very low variance, near-gravity magnitude"
979,I,Chips,Sitting,1.176,0.0,2,47.1,9.8341,0.3707,9.8411,0,0,0,0.0006,0.0,"Very low variance, near-gravity magnitude"
980,I,Chips,Sitting,0.392,0.0,5,117.6,9.8162,0.1274,9.817,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
981,I,Chips,Sitting,0.784,0.0,3,70.6,9.8348,0.3516,9.8411,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
982,I,Chips,Sitting,0.784,0.0,1,23.5,9.8156,0.4131,9.8243,0,0,0,0.0003,0.0001,"Very low variance, near-gravity magnitude"
983,I,Chips,Running (fast),3.529,3.333,3,70.6,9.7866,0.5448,9.8018,0,0,0,0.0008,0.0002,"Step freq ~3.53 Hz, high cadence"
984,I,Chips,Sitting,2.353,3.333,5,117.6,9.8793,0.4232,9.8884,0,0,0,0.0007,0.0,"Very low variance, near-gravity magnitude"
985,I,Chips,Sitting,1.176,1.25,3,70.6,9.8176,0.3757,9.8248,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
986,I,Chips,Brisk Walking,2.745,2.857,3,70.6,9.8527,1.2054,9.9262,0,0,0,0.0072,0.0007,Step freq ~2.86 Hz
987,I,Chips,Brisk Walking,1.961,2.222,4,94.1,9.8475,0.6869,9.8715,0,0,0,0.0005,0.0001,Step freq ~2.22 Hz
988,I,Chips,Sitting,0.392,0.0,4,94.1,9.806,0.0961,9.8065,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
989,I,Chips,Sitting,1.961,2.222,4,94.1,9.8196,0.2765,9.8235,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
990,I,Chips,Brisk Walking,1.176,1.818,2,47.1,9.9651,1.1861,10.0355,0,0,0,0.0037,0.0001,Step freq ~1.82 Hz
991,Q,Writing,Walking,1.176,1.0,4,94.1,9.7594,0.5622,9.7756,0,0,0,0.0006,0.0001,Step freq ~1.18 Hz
992,Q,Writing,Sitting,3.922,4.0,4,94.1,9.7715,0.1242,9.7723,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
993,Q,Writing,Sitting,1.569,1.429,4,94.1,9.7846,0.049,9.7847,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
994,Q,Writing,Sitting,2.353,1.818,5,117.6,9.7654,0.0545,9.7656,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
995,Q,Writing,Sitting,3.529,0.588,6,141.2,9.7561,0.0798,9.7564,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
996,Q,Writing,Sitting,1.569,2.0,4,94.1,9.765,0.0488,9.7652,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
997,Q,Writing,Sitting,0.784,0.0,1,23.5,9.8558,0.4139,9.8644,0,0,0,0.0009,0.0,"Very low variance, near-gravity magnitude"
998,Q,Writing,Sitting,3.137,3.333,5,117.6,9.7513,0.0731,9.7516,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
999,Q,Writing,Brisk Walking,2.353,0.0,2,47.1,9.7359,0.7146,9.762,0,0,0,0.0013,0.0008,Step freq ~2.35 Hz
1000,Q,Writing,Brisk Walking,0.392,2.0,4,94.1,9.5885,0.777,9.62,0,0,0,0.0027,0.0001,Step freq ~2.00 Hz
1001,Q,Writing,Sitting,3.922,4.0,3,70.6,9.7753,0.0556,9.7754,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1002,Q,Writing,Sitting,3.137,2.857,4,94.1,9.7569,0.0458,9.757,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1003,Q,Writing,Sitting,1.961,1.667,4,94.1,9.7971,0.102,9.7976,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1004,Q,Writing,Sitting,2.745,2.5,2,47.1,9.7642,0.1558,9.7654,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
1005,Q,Writing,Sitting,1.961,1.667,5,117.6,9.7595,0.0372,9.7596,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1006,Q,Writing,Sitting,4.314,4.0,4,94.1,9.7737,0.1594,9.775,0,0,0,0.0001,0.0001,"Very low variance, near-gravity magnitude"
1007,Q,Writing,Sitting,4.314,4.0,3,70.6,9.7519,0.1738,9.7535,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
1008,Q,Writing,Sitting,3.529,1.25,4,94.1,9.7413,0.0879,9.7417,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1009,Q,Writing,Sitting,3.922,4.0,2,47.1,9.8081,0.2028,9.8102,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
1010,Q,Writing,Sitting,3.529,4.0,4,94.1,9.7763,0.094,9.7768,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1011,Q,Writing,Sitting,3.922,2.0,6,141.2,9.7638,0.0716,9.7641,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1012,Q,Writing,Sitting,1.569,1.429,6,141.2,9.7619,0.0837,9.7622,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1013,Q,Writing,Sitting,4.314,4.0,4,94.1,9.7527,0.1704,9.7542,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
1014,Q,Writing,Sitting,0.392,0.0,4,94.1,9.7718,0.0789,9.7721,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1015,Q,Writing,Sitting,3.137,3.333,3,70.6,9.7754,0.1033,9.7759,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1016,Q,Writing,Sitting,0.392,0.0,4,94.1,9.7746,0.0704,9.7748,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1017,Q,Writing,Sitting,3.137,1.538,3,70.6,9.7607,0.0586,9.7609,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1018,Q,Writing,Sitting,4.314,4.0,6,141.2,9.7459,0.079,9.7462,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1019,Q,Writing,Sitting,2.745,3.333,4,94.1,9.8039,0.2264,9.8065,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
1020,Q,Writing,Sitting,0.784,4.0,5,117.6,9.7646,0.1245,9.7653,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1021,Q,Writing,Sitting,3.137,3.333,4,94.1,9.8261,0.1092,9.8267,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
1022,Q,Writing,Sitting,4.314,4.0,5,117.6,9.7443,0.1439,9.7454,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
1023,Q,Writing,Sitting,1.176,1.667,5,117.6,9.7487,0.069,9.749,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1024,Q,Writing,Sitting,4.314,2.222,3,70.6,9.7354,0.0905,9.7358,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1025,Q,Writing,Sitting,4.314,4.0,2,47.1,9.8043,0.2187,9.8068,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
1026,Q,Writing,Sitting,3.137,3.333,6,141.2,9.8145,0.1195,9.8152,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
1027,Q,Writing,Running (fast),3.529,4.0,1,23.5,9.9089,0.7603,9.938,0,0,0,0.0005,0.0023,"Step freq ~4.00 Hz, high cadence"
1028,Q,Writing,Sitting,3.137,4.0,4,94.1,9.7773,0.0707,9.7776,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1029,Q,Writing,Sitting,3.137,4.0,6,141.2,9.755,0.1398,9.756,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
1030,Q,Writing,Sitting,2.745,1.429,3,70.6,9.7884,0.0921,9.7889,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1031,Q,Writing,Sitting,1.176,1.538,4,94.1,9.7721,0.0673,9.7723,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1032,Q,Writing,Sitting,1.176,0.69,4,94.1,9.7693,0.0976,9.7698,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1033,Q,Writing,Sitting,4.314,4.0,4,94.1,9.7448,0.1984,9.7469,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
1034,Q,Writing,Sitting,1.961,2.0,5,117.6,9.7645,0.0724,9.7648,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1035,Q,Writing,Sitting,3.922,4.0,4,94.1,9.7832,0.1041,9.7837,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1036,Q,Writing,Sitting,2.353,2.0,4,94.1,9.7728,0.103,9.7734,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1037,Q,Writing,Sitting,2.353,0.8,5,117.6,9.7695,0.0676,9.7698,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1038,Q,Writing,Sitting,3.922,4.0,6,141.2,9.7685,0.072,9.7687,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1039,Q,Writing,Sitting,1.176,1.25,5,117.6,9.7413,0.3124,9.7463,0,0,0,0.0004,0.0001,"Very low variance, near-gravity magnitude"
1040,Q,Writing,Sitting,3.529,1.176,5,117.6,9.7581,0.06,9.7583,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1041,Q,Writing,Sitting,2.353,2.857,4,94.1,9.7626,0.0965,9.7631,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1042,Q,Writing,Sitting,4.314,2.222,2,47.1,9.804,0.165,9.8054,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
1043,Q,Writing,Sitting,1.569,1.818,3,70.6,9.7642,0.0566,9.7643,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1044,Q,Writing,Sitting,4.314,4.0,4,94.1,9.7553,0.0769,9.7556,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
1045,Q,Writing,Running (fast),0.392,4.0,4,94.1,9.6188,0.5933,9.6371,0,0,0,0.0018,0.0005,"Step freq ~4.00 Hz, high cadence"
1046,Q,Writing,Sitting,3.922,2.0,5,117.6,9.7435,0.0801,9.7438,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1047,Q,Writing,Sitting,3.137,4.0,3,70.6,9.7598,0.0806,9.7602,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1048,Q,Writing,Sitting,2.745,3.333,5,117.6,9.7701,0.1339,9.7711,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
1049,Q,Writing,Sitting,4.314,4.0,4,94.1,9.7662,0.0439,9.7663,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1050,Q,Writing,Sitting,1.176,1.333,4,94.1,9.7717,0.161,9.773,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
1051,Q,Writing,Sitting,1.176,4.0,4,94.1,9.7511,0.0587,9.7513,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1052,Q,Writing,Sitting,3.529,0.0,3,70.6,9.7075,0.4763,9.7192,0,0,0,0.0012,0.0001,"Very low variance, near-gravity magnitude"
1053,Q,Writing,Sitting,2.353,2.5,5,117.6,9.7716,0.0915,9.7721,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1054,Q,Writing,Sitting,2.353,2.222,4,94.1,9.7677,0.1592,9.769,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
1055,Q,Writing,Sitting,3.529,3.333,6,141.2,9.7722,0.0751,9.7725,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1056,Q,Writing,Sitting,1.176,1.25,4,94.1,9.8034,0.1281,9.8042,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
1057,Q,Writing,Sitting,4.314,0.0,2,47.1,9.8032,0.417,9.8121,0,0,0,0.0008,0.0009,"Very low variance, near-gravity magnitude"
1058,Q,Writing,Sitting,3.529,0.69,3,70.6,9.8091,0.3374,9.8149,0,0,0,0.0007,0.0,"Very low variance, near-gravity magnitude"
1059,Q,Writing,Sitting,3.922,4.0,5,117.6,9.7949,0.1814,9.7966,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
1060,Q,Writing,Sitting,1.176,0.0,3,70.6,9.7724,0.0951,9.7729,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
1061,G,Teeth Brushing,Brisk Walking,2.353,2.222,4,94.1,9.8986,0.821,9.9326,0,0,0,0.0013,0.0002,Step freq ~2.35 Hz
1062,G,Teeth Brushing,Brisk Walking,1.569,0.909,5,117.6,10.0795,1.2907,10.1618,0,0,0,0.0036,0.0003,Step freq ~1.57 Hz
1063,G,Teeth Brushing,Running (fast),3.922,4.0,4,94.1,9.9024,1.0294,9.9558,0,0,0,0.0066,0.0007,"Step freq ~4.00 Hz, high cadence"
1064,G,Teeth Brushing,Running (fast),3.922,4.0,4,94.1,9.8537,1.0994,9.9149,0,0,0,0.0087,0.0008,"Step freq ~4.00 Hz, high cadence"
1065,G,Teeth Brushing,Running (fast),3.922,4.0,7,164.7,9.9164,1.0264,9.9694,0,0,0,0.0074,0.0007,"Step freq ~4.00 Hz, high cadence"
1066,G,Teeth Brushing,Running (fast),3.922,4.0,5,117.6,9.8888,0.6494,9.9101,0,0,0,0.003,0.0004,"Step freq ~4.00 Hz, high cadence"
1067,G,Teeth Brushing,Running (fast),3.529,3.333,4,94.1,9.885,0.8616,9.9225,0,0,0,0.0053,0.0004,"Step freq ~3.53 Hz, high cadence"
1068,G,Teeth Brushing,Running (fast),3.922,4.0,5,117.6,9.91,0.744,9.9379,0,0,0,0.004,0.0005,"Step freq ~4.00 Hz, high cadence"
1069,G,Teeth Brushing,Running (fast),3.529,4.0,5,117.6,9.8485,0.8352,9.8839,0,0,0,0.005,0.0005,"Step freq ~4.00 Hz, high cadence"
1070,G,Teeth Brushing,Running (fast),3.529,4.0,5,117.6,9.8845,1.0317,9.9382,0,0,0,0.0084,0.0006,"Step freq ~4.00 Hz, high cadence"
1071,G,Teeth Brushing,Running (fast),3.529,3.333,6,141.2,9.8798,1.2254,9.9555,0,0,0,0.0118,0.0006,"Step freq ~3.53 Hz, high cadence"
1072,G,Teeth Brushing,Running (fast),3.529,3.333,6,141.2,9.8572,1.3599,9.9505,0,0,0,0.0144,0.001,"Step freq ~3.53 Hz, high cadence"
1073,G,Teeth Brushing,Running (fast),3.529,4.0,4,94.1,9.9154,1.0899,9.9751,0,0,0,0.0087,0.0006,"Step freq ~4.00 Hz, high cadence"
1074,G,Teeth Brushing,Brisk Walking,3.137,3.333,6,141.2,9.8836,1.4443,9.9886,0,0,0,0.0149,0.0009,Step freq ~3.33 Hz
1075,G,Teeth Brushing,Running (fast),3.922,4.0,6,141.2,9.8988,1.3348,9.9884,0,0,0,0.0133,0.0014,"Step freq ~4.00 Hz, high cadence"
1076,G,Teeth Brushing,Running (fast),3.529,4.0,5,117.6,9.9614,1.4081,10.0604,0,0,0,0.0125,0.001,"Step freq ~4.00 Hz, high cadence"
1077,G,Teeth Brushing,Brisk Walking,2.353,2.857,6,141.2,9.8993,1.0614,9.9561,0,0,0,0.0037,0.0003,Step freq ~2.86 Hz
1078,G,Teeth Brushing,Running (fast),3.922,4.0,5,117.6,9.9054,1.0899,9.9652,0,0,0,0.0086,0.0008,"Step freq ~4.00 Hz, high cadence"
1079,G,Teeth Brushing,Running (fast),3.922,4.0,6,141.2,9.898,0.8663,9.9358,0,0,0,0.0056,0.0006,"Step freq ~4.00 Hz, high cadence"
1080,G,Teeth Brushing,Running (fast),3.529,3.333,6,141.2,9.8604,0.7605,9.8897,0,0,0,0.0045,0.0003,"Step freq ~3.53 Hz, high cadence"
1081,G,Teeth Brushing,Running (fast),3.529,3.333,6,141.2,9.8531,0.754,9.8819,0,0,0,0.0044,0.0003,"Step freq ~3.53 Hz, high cadence"
1082,G,Teeth Brushing,Running (fast),3.529,3.333,6,141.2,9.8585,0.8307,9.8935,0,0,0,0.005,0.0003,"Step freq ~3.53 Hz, high cadence"
1083,G,Teeth Brushing,Brisk Walking,3.137,2.857,7,164.7,9.8684,1.0069,9.9196,0,0,0,0.0044,0.0002,Step freq ~3.14 Hz
1084,G,Teeth Brushing,Brisk Walking,3.137,3.333,6,141.2,9.9037,1.0433,9.9585,0,0,0,0.0057,0.0004,Step freq ~3.33 Hz
1085,G,Teeth Brushing,Running (fast),3.529,3.333,6,141.2,9.8982,1.0539,9.9542,0,0,0,0.007,0.0006,"Step freq ~3.53 Hz, high cadence"
1086,G,Teeth Brushing,Running (fast),3.922,4.0,4,94.1,9.7825,1.0966,9.8438,0,0,0,0.0083,0.0008,"Step freq ~4.00 Hz, high cadence"
1087,G,Teeth Brushing,Running (fast),3.529,3.333,6,141.2,9.89,1.0203,9.9425,0,0,0,0.0065,0.0005,"Step freq ~3.53 Hz, high cadence"
1088,G,Teeth Brushing,Running (fast),3.529,3.333,7,164.7,9.8807,0.8953,9.9211,0,0,0,0.006,0.0003,"Step freq ~3.53 Hz, high cadence"
1089,G,Teeth Brushing,Running (fast),3.529,3.333,6,141.2,9.8682,0.7219,9.8946,0,0,0,0.003,0.0002,"Step freq ~3.53 Hz, high cadence"
1090,G,Teeth Brushing,Brisk Walking,2.745,2.857,7,164.7,9.8349,0.7941,9.8669,0,0,0,0.0033,0.0002,Step freq ~2.86 Hz
1091,G,Teeth Brushing,Brisk Walking,3.137,2.857,7,164.7,9.8738,0.9554,9.9199,0,0,0,0.0054,0.0002,Step freq ~3.14 Hz
1092,G,Teeth Brushing,Brisk Walking,3.137,2.857,8,188.2,9.9038,0.9031,9.9449,0,0,0,0.0042,0.0002,Step freq ~3.14 Hz
1093,G,Teeth Brushing,Brisk Walking,3.137,2.857,6,141.2,9.7966,0.901,9.8379,0,0,0,0.0062,0.0002,Step freq ~3.14 Hz
1094,G,Teeth Brushing,Running (fast),3.529,3.333,7,164.7,9.9301,0.8775,9.9688,0,0,0,0.0044,0.0003,"Step freq ~3.53 Hz, high cadence"
1095,G,Teeth Brushing,Running (fast),3.529,3.333,6,141.2,9.8492,0.7864,9.8806,0,0,0,0.0049,0.0004,"Step freq ~3.53 Hz, high cadence"
1096,G,Teeth Brushing,Running (fast),3.922,4.0,6,141.2,9.8582,0.6444,9.8793,0,0,0,0.003,0.0003,"Step freq ~4.00 Hz, high cadence"
1097,G,Teeth Brushing,Running (fast),3.922,4.0,5,117.6,9.8785,0.665,9.9008,0,0,0,0.003,0.0003,"Step freq ~4.00 Hz, high cadence"
1098,G,Teeth Brushing,Running (fast),3.922,4.0,4,94.1,9.8943,0.8629,9.9319,0,0,0,0.0054,0.0005,"Step freq ~4.00 Hz, high cadence"
1099,G,Teeth Brushing,Brisk Walking,3.137,3.333,7,164.7,9.8176,0.8199,9.8518,0,0,0,0.0036,0.0003,Step freq ~3.33 Hz
1100,G,Teeth Brushing,Running (fast),3.529,3.333,7,164.7,9.8509,0.9105,9.8928,0,0,0,0.0055,0.0005,"Step freq ~3.53 Hz, high cadence"
1101,G,Teeth Brushing,Running (fast),3.529,3.333,5,117.6,9.9379,1.0973,9.9983,0,0,0,0.0084,0.0006,"Step freq ~3.53 Hz, high cadence"
1102,G,Teeth Brushing,Running (fast),3.529,3.333,5,117.6,9.7996,0.9853,9.849,0,0,0,0.0059,0.0004,"Step freq ~3.53 Hz, high cadence"
1103,G,Teeth Brushing,Running (fast),3.529,3.333,6,141.2,9.9209,1.0119,9.9724,0,0,0,0.0072,0.0004,"Step freq ~3.53 Hz, high cadence"
1104,G,Teeth Brushing,Running (fast),3.529,3.333,7,164.7,9.8769,0.9457,9.9221,0,0,0,0.0065,0.0004,"Step freq ~3.53 Hz, high cadence"
1105,G,Teeth Brushing,Running (fast),3.529,3.333,6,141.2,9.9309,0.9108,9.9726,0,0,0,0.0043,0.0004,"Step freq ~3.53 Hz, high cadence"
1106,G,Teeth Brushing,Running (fast),3.529,3.333,5,117.6,9.9169,1.0124,9.9684,0,0,0,0.0066,0.0005,"Step freq ~3.53 Hz, high cadence"
